Group,Session,mean pressure,mean,pressure difference,diff,Succes
1,1,78,7.7,9.4,-6.3,1
1,2,81.5,11.2,7,-8.8,1
1,3,79,8.7,28,12.2,1
1,4,93,22.7,26,10.2,1
1,5,71.6,1.3,24.9,9.1,1
1,6,73.7,3.4,33.7,17.9,1
1,7,72.6,2.3,40.2,24.4,1
1,8,63.3,-7,17.5,1.7,1
1,9,77.5,7.2,32.7,17,1
1,10,80.3,10,28.4,12.6,1
1,11,82,11.7,45,29.2,1
1,12,79.1,8.8,34.9,19.2,1
1,13,89.8,19.5,3,-12.8,0
1,14,81.5,11.2,13,-2.8,1
1,15,78,7.7,53,37.2,1
1,16,67,-3.3,64,48.2,1
1,17,67.5,-2.8,7,-8.8,1
1,18,63.1,-7.2,24.3,8.5,1
1,19,84,13.8,27.8,12.1,0
1,20,75.4,5.1,18.8,3,1
1,21,79.5,9.2,45,29.2,1
1,22,65,-5.3,82,66.2,1
1,23,71,0.7,17,1.2,1
1,24,85.4,15.1,16.3,0.6,0
1,25,82.5,12.2,9,-6.8,1
1,26,72,1.7,8,-7.8,1
1,27,69,-1.3,28,12.2,1
1,28,91.5,21.2,37,21.2,1
1,29,82.8,12.5,27.5,11.7,1
1,30,76,5.7,30.8,15.1,1
1,31,68.4,-1.9,31.8,16,1
1,32,68.1,-2.1,21.3,5.5,1
1,33,70.3,0,33.8,18.1,1
1,34,66.7,-3.6,37.3,21.6,1
1,35,68.2,-2.1,15,-0.8,1
1,36,58.3,-11.9,36.7,20.9,1
1,37,77.3,7,15.2,-0.5,1
1,38,70.3,0.1,29.3,13.6,1
1,39,74.7,4.5,14.1,-1.7,0
1,40,64,-6.3,22,6.2,1
1,41,82,11.7,22,6.2,1
1,42,63.8,-6.5,26.5,10.7,1
1,43,80.8,10.5,16.5,0.7,1
1,44,65.4,-4.8,2.8,-12.9,1
1,45,88.5,18.2,43,27.2,1
1,46,64.3,-6,16.5,0.7,1
1,47,65.2,-5.1,4.3,-11.4,1
1,48,84,13.7,19.2,3.5,0
1,49,76,5.7,12.7,-3.1,1
1,50,68.5,-1.8,16.7,0.9,1
1,51,75.5,5.2,15,-0.8,1
1,52,74.7,4.4,2.5,-13.3,1
1,53,75.8,5.6,20.3,4.6,1
1,54,73.6,3.3,9.4,-6.3,1
1,55,74.5,4.2,3,-12.8,1
1,56,71.9,1.6,10.6,-5.1,1
1,57,74.6,4.3,23,7.2,0
1,58,82.5,12.2,27,11.2,1
1,59,69.5,-0.8,3,-12.8,1
1,60,69.3,-1,7.5,-8.3,1
1,61,70,-0.3,6.7,-9.1,1
1,62,87.1,16.9,10.6,-5.1,0
1,63,74.6,4.4,8.3,-7.5,1
1,64,78.3,8,3.5,-12.3,1
1,65,72.5,2.2,1,-14.8,1
1,66,71.5,1.2,3,-12.8,1
1,67,65.6,-4.6,17.4,1.7,1
1,68,72.2,1.9,3.2,-12.5,1
1,69,83.3,13,28.5,12.7,1
1,70,68.7,-1.5,8,-7.8,1
1,71,70.6,0.4,2.8,-13,1
1,72,72.6,2.3,12.4,-3.3,1
1,73,66.1,-4.1,5.8,-10,1
1,74,64.8,-5.4,19,3.2,1
1,75,69.6,-0.7,7.4,-8.3,1
1,76,77.4,7.1,24.9,9.1,1
1,77,75.3,5,19,3.3,1
1,78,85.4,15.2,30.3,14.5,1
1,79,68.9,-1.4,9,-6.8,1
1,80,65.8,-4.5,12.9,-2.8,1
1,81,84.9,14.7,23,7.3,0
1,82,73.1,2.9,1.3,-14.5,1
1,83,80.8,10.5,24,8.2,1
1,84,72.7,2.5,10.6,-5.2,1
1,85,70.3,0,18.5,2.7,1
1,86,74.6,4.4,20.1,4.4,1
1,87,76.5,6.3,13.5,-2.2,0
1,88,76.3,6.1,16.7,0.9,1
1,89,72,1.7,4,-11.8,1
1,90,60,-10.3,2.3,-13.4,1
1,91,56.7,-13.6,0,-15.8,1
1,92,60.1,-10.1,8.8,-7,1
1,93,74.9,4.6,16,0.2,1
1,94,69.4,-0.9,20.8,5,1
1,95,65.5,-4.8,6.5,-9.3,1
1,96,68.1,-2.2,23.4,7.7,1
1,97,76.4,6.1,29.7,13.9,1
1,98,78.7,8.4,47.8,32,1
1,99,88.3,18.1,34.5,18.8,1
1,100,73.4,3.1,13.9,-1.9,1
1,101,76.3,6.1,11.3,-4.4,0
1,102,77.1,6.8,32.4,16.6,1
2,1,53,-17.3,15,-0.8,1
2,2,70.5,0.2,6,-9.8,1
2,3,60.16666667,-10.1,15.4,-0.4,1
2,4,64.6,-5.7,1,-14.8,1
2,5,69.2,-1.1,9.7,-6.1,1
2,6,69.41176471,-0.9,2.7,-13.1,1
2,7,72.83333333,2.6,3,-12.8,1
2,8,70.75,0.5,6.5,-9.3,1
2,9,70.83333333,0.6,6.3,-9.4,1
2,10,70.25,0,4.8,-10.9,1
2,11,80.77777778,10.5,5.8,-9.9,1
2,12,71.33333333,1.1,11.3,-4.4,1
2,13,79.32989691,9.1,11.2,-4.5,0
2,14,69.61538462,-0.6,1.5,-14.3,1
2,15,75.6,5.3,5.6,-10.2,1
2,16,65.5,-4.8,17.5,1.7,1
2,17,65,-5.3,16.5,0.7,1
2,18,67.375,-2.9,14.8,-1,1
2,19,71.75,1.5,3.5,-12.3,1
2,20,63.94736842,-6.3,16.4,0.6,1
2,21,68.9,-1.4,3.4,-12.4,1
2,22,69.16,-1.1,7,-8.7,1
2,23,72.375,2.1,5.8,-10,1
2,24,70.44444444,0.2,3.2,-12.6,1
2,25,66.41666667,-3.8,9.5,-6.3,1
2,26,68.61538462,-1.6,0.1,-15.7,1
2,27,65.3,-5,10.2,-5.6,1
2,28,66.03305785,-4.2,7.2,-8.5,0
2,29,66,-4.3,6.7,-9.1,1
2,30,73.5,3.2,4.3,-11.4,1
2,31,61.625,-8.6,0.8,-15,1
2,32,60.625,-9.6,1.3,-14.5,1
2,33,64.58333333,-5.7,3.2,-12.6,1
2,34,66.72222222,-3.5,8.1,-7.6,1
2,35,71.33333333,1.1,12.3,-3.4,1
2,36,65.57142857,-4.7,8,-7.8,1
2,37,66.5625,-3.7,3.1,-12.6,1
2,38,66.39130435,-3.9,0.8,-15,1
2,39,62.57142857,-7.7,10.6,-5.2,1
2,40,70.80508475,0.5,3.2,-12.5,1
2,41,72.48888889,2.2,7.6,-8.2,1
2,42,71.125,0.9,7.2,-8.6,1
2,43,68.05,-2.2,3.3,-12.4,1
2,44,67.07692308,-3.2,13.8,-1.9,1
2,45,69.10429448,-1.2,8.9,-6.9,1
2,46,68.25,-2,6.1,-9.7,1
2,47,68.43859649,-1.8,11.8,-3.9,1
2,48,67.92,-2.3,12.7,-3.1,1
2,49,78.96808511,8.7,25.8,10.1,0
2,50,76.71962617,6.5,2.6,-13.2,0
2,51,75.71929825,5.5,5.7,-10.1,0
2,52,78.76,8.5,14.2,-1.6,1
2,53,76.75,6.5,1.1,-14.6,1
2,54,69.84615385,-0.4,0.4,-15.4,1
2,55,75,4.7,0,-15.8,1
2,56,75,4.7,10.7,-5,1
2,57,72.33333333,2.1,5.6,-10.1,1
2,58,71.07563025,0.8,0.6,-15.2,0
2,59,76.05882353,5.8,1.4,-14.4,1
2,60,73,2.7,1,-14.8,1
2,61,66.25,-4,10.5,-5.3,1
2,62,80.06024096,9.8,15.6,-0.2,0
2,63,41,-29.3,34,18.2,1
2,64,48.5,-21.8,49,33.2,1
2,65,68,-2.3,8.3,-7.4,1
2,66,100.5,30.2,35,19.2,1
2,67,75.4375,5.2,10.7,-5.1,1
2,68,74.44736842,4.2,3.1,-12.6,1
2,69,86.7,16.4,20.5,4.7,1
2,70,86.66666667,16.4,0.7,-15.1,1
2,71,82.2745098,12,9.1,-6.6,1
2,72,68.33333333,-1.9,10.3,-5.5,1
2,73,80.91,10.6,6.9,-8.9,1
2,74,78.61111111,8.3,17.4,1.7,1
2,75,77.37569061,7.1,1.1,-14.7,0
2,76,82.9245283,12.7,8.4,-7.4,1
2,77,71.33333333,1.1,0.3,-15.5,1
2,78,85.13333333,14.9,26.8,11,1
2,79,74.5,4.2,1,-14.8,1
2,80,73.42,3.2,17.9,2.2,0
2,81,75.95744681,5.7,7.3,-8.4,1
2,82,78.33333333,8.1,1.2,-14.5,1
2,83,74.64285714,4.4,4,-11.7,1
2,84,76,5.7,0.7,-15.1,1
2,85,72.5,2.2,3.7,-12.1,1
2,86,78.38888889,8.1,7.8,-8,1
3,1,79.56521739,9.3,26.3,10.5,1
3,2,69.81818182,-0.4,13.9,-1.9,1
3,3,70.25,0,30.3,14.6,1
3,4,71.59090909,1.3,19.9,4.2,1
3,5,69.25,-1,7.5,-8.3,1
3,6,69.71428571,-0.5,5.2,-10.6,1
3,7,58,-12.3,21.3,5.5,1
3,8,75.78571429,5.5,6.9,-8.8,1
3,9,68.4,-1.9,6.8,-9,1
3,10,70.13333333,-0.1,7,-8.8,1
3,11,67.71666667,-2.5,8.6,-7.1,0
3,12,60.125,-10.1,0.8,-15,1
3,13,67.72222222,-2.5,0.7,-15,1
3,14,79.23076923,9,20.5,4.8,1
3,15,73.5,3.2,27,11.2,1
3,16,61.41176471,-8.9,16.9,1.1,1
3,17,77.70588235,7.4,16.9,1.1,1
3,18,74.32989691,4.1,13.3,-2.4,0
3,19,85,14.7,13.5,-2.3,1
3,20,62,-8.3,14,-1.8,1
3,21,70.21052632,-0.1,17.5,1.8,1
3,22,66.42553191,-3.8,1.3,-14.5,1
3,23,67.15384615,-3.1,18.8,3,1
3,24,69,-1.3,0.9,-14.8,1
3,25,63.5,-6.8,4,-11.8,1
3,26,75.65,5.4,20.1,4.4,1
3,27,71,0.7,6,-9.8,1
3,28,67.8,-2.5,1.2,-14.6,1
3,29,66.52702703,-3.7,18.6,2.9,1
3,30,74.35897436,4.1,9.8,-6,1
3,31,65.25,-5,0.1,-15.7,1
3,32,70.29787234,0,16.8,1,0
3,33,69.5,-0.8,0.8,-15,1
3,34,63.6875,-6.6,8.6,-7.1,1
3,35,70.31818182,0.1,0.8,-14.9,1
3,36,66.33333333,-3.9,3.9,-11.8,1
3,37,67.2173913,-3,1.4,-14.4,1
3,38,69.45,-0.8,2.9,-12.9,1
3,39,65.4,-4.9,3.2,-12.6,1
3,40,68.5,-1.8,8.2,-7.6,1
3,41,66.83333333,-3.4,0,-15.8,1
3,42,72.59183673,2.3,4.1,-11.7,1
3,43,66.58333333,-3.7,3.2,-12.6,1
3,44,69.76744186,-0.5,4.3,-11.5,1
3,45,59.25,-11,14.4,-1.3,1
3,46,71.74509804,1.5,3.7,-12,0
3,47,60,-10.3,8.1,-7.7,1
3,48,69.7,-0.6,8.2,-7.6,1
3,49,64.1,-6.2,9.8,-6,1
3,50,73.08,2.8,8.9,-6.9,1
3,51,57.19047619,-13.1,21.1,5.3,1
3,52,67.58333333,-2.7,0.2,-15.6,1
3,53,65.66666667,-4.6,7.3,-8.4,1
3,54,72.41666667,2.2,12.8,-2.9,1
3,55,64.775,-5.5,5.3,-10.4,0
3,56,68.65277778,-1.6,5.1,-10.6,0
3,57,67.5,-2.8,14,-1.8,1
3,58,65.31578947,-4.9,11.5,-4.2,1
3,59,67.03448276,-3.2,8.6,-7.1,1
3,60,68,-2.3,11.3,-4.4,1
3,61,72.9,2.6,2.6,-13.2,1
3,62,68.8125,-1.5,4.1,-11.6,1
3,63,64.72727273,-5.5,7.6,-8.1,1
3,64,66.125,-4.1,8.8,-7,1
3,65,67.07407407,-3.2,10.8,-4.9,1
3,66,72.40350877,2.1,7.2,-8.6,0
3,67,70.80952381,0.5,18.9,3.2,1
3,68,72.625,2.4,1.3,-14.5,1
3,69,67.8,-2.5,12,-3.8,1
3,70,74.625,4.4,8.8,-7,1
3,71,74.66666667,4.4,21,5.2,1
3,72,67.75,-2.5,2.8,-13,1
3,73,70.85714286,0.6,4.6,-11.2,1
3,74,70.375,0.1,6.3,-9.5,1
3,75,71.55072464,1.3,4,-11.7,0
3,76,83.8,13.5,12,-3.7,1
3,77,74.76785714,4.5,3.1,-12.7,1
3,78,92.34,22.1,27.3,11.5,1
3,79,81.875,11.6,29.9,14.1,1
3,80,81.8,11.5,18.3,2.6,0
3,81,77.53125,7.3,4.6,-11.1,1
4,1,68.36,-1.9,3.7,-12,1
4,2,51.63636364,-18.6,46.3,30.5,1
4,3,76.19444444,5.9,18,2.3,1
4,4,52.88888889,-17.4,43.3,27.6,1
4,5,46.25,-24,23.5,7.7,1
4,6,65,-5.3,22,6.2,1
4,7,47.375,-22.9,32.3,16.5,1
4,8,79.43478261,9.2,45.9,30.2,0
4,9,53,-17.3,48,32.2,1
4,10,44.66666667,-25.6,31,15.2,1
4,11,63.16666667,-7.1,39,23.2,1
4,12,42.83333333,-27.4,37.7,21.9,1
4,13,51.25,-19,34.5,18.7,1
4,14,50.66666667,-19.6,37.8,22,1
4,15,50.75,-19.5,13.5,-2.3,1
4,16,50.83333333,-19.4,27,11.2,1
4,17,65.29411765,-5,23.8,8.1,1
4,18,61.44444444,-8.8,40.3,24.6,1
4,19,77.6,7.3,16.7,0.9,1
4,20,52.58823529,-17.7,25.9,10.2,1
4,21,69.23357664,-1,34.5,18.8,0
4,22,40.33333333,-29.9,23.5,7.7,1
4,23,74.89583333,4.6,23.1,7.3,1
4,24,62.5,-7.8,13,-2.8,1
4,25,81.87203791,11.6,29.4,13.7,1
4,26,85.41281139,15.1,19.2,3.5,1
4,27,24,-46.3,0,-15.8,1
4,28,53.45238095,-16.8,24.4,8.7,1
4,29,58.11235955,-12.2,38.7,23,0
4,30,63,-7.3,78,62.2,1
4,31,73.08823529,2.8,4.9,-10.9,1
4,32,50.25,-20,30.5,14.7,1
4,33,70.24161074,0,4.4,-11.4,0
4,34,61.55555556,-8.7,23.5,7.7,1
4,35,42.75,-27.5,12.5,-3.3,1
4,36,45,-25.3,22,6.2,1
4,37,37.5,-32.8,27,11.2,1
4,38,56,-14.3,57,41.2,1
4,39,53.5,-16.8,21,5.2,1
4,40,51.25,-19,27.5,11.7,1
4,41,49,-21.3,28,12.2,1
4,42,47,-23.3,27.3,11.6,1
4,43,60,-10.3,32.3,16.6,1
4,44,50.16666667,-20.1,17,1.2,1
4,45,43.83333333,-26.4,39.7,23.9,1
4,46,73.11235955,2.8,23.9,8.2,0
4,47,80.22875817,10,19.2,3.5,0
4,48,62,-8.3,22,6.2,1
4,49,62,-8.3,75,59.2,1
4,50,31,-39.3,14,-1.8,1
4,51,52.5,-17.8,54,38.2,1
4,52,65,-5.3,48.1,32.4,1
4,53,53.88888889,-16.4,33.6,17.8,1
4,54,54.33333333,-15.9,26,10.2,1
4,55,63,-7.3,43.5,27.8,1
4,56,56.7,-13.6,25.8,10,1
4,57,49,-21.3,18,2.2,1
4,58,67.9375,-2.3,48.8,33,1
4,59,51.77777778,-18.5,48.6,32.8,1
4,60,44.68,-25.6,29.8,14,1
4,61,63.25,-7,40.2,24.5,1
4,62,49.8,-20.5,37.6,21.8,1
4,63,40.625,-29.6,33.3,17.5,1
4,64,65.53763441,-4.7,42,26.2,0
4,65,73.5106383,3.2,42.2,26.5,1
4,66,50.25,-20,34.3,18.5,1
4,67,43.25,-27,35.5,19.7,1
4,68,87.6875,17.4,59.3,43.5,1
4,69,50.2,-20.1,45,29.2,1
4,70,52.1,-18.2,31,15.2,1
4,71,50.33333333,-19.9,29.9,14.1,1
4,72,48.7,-21.6,6.6,-9.2,1
4,73,46.14893617,-24.1,32.9,17.2,1
4,74,76.8030303,6.5,52.8,37.1,1
4,75,56.07692308,-14.2,20.6,4.8,1
4,76,86.13953488,15.9,44.3,28.6,1
4,77,87.54032258,17.3,21.8,6.1,0
4,78,70.57407407,0.3,43.4,27.7,1
4,79,63.4375,-6.8,45.6,29.9,1
5,1,64.51304348,-5.8,22.8,7,0
5,2,80.02222222,9.8,31.2,15.5,1
5,3,71,0.7,9.3,-6.4,1
5,4,71,0.7,16,0.2,1
5,5,71.5,1.2,15,-0.8,1
5,6,69.25,-1,23.5,7.7,1
5,7,55.2,-15.1,33,17.2,1
5,8,63.3,-7,26.6,10.8,1
5,9,58.94871795,-11.3,26.6,10.9,1
5,10,70.98214286,0.7,26.4,10.7,0
5,11,79.72727273,9.5,28.3,12.5,1
5,12,63.5,-6.8,21,5.2,1
5,13,69,-1.3,32,16.2,1
5,14,69.49775785,-0.8,14.2,-1.5,0
5,15,63.5,-6.8,24,8.2,1
5,16,62.5,-7.8,25,9.2,1
5,17,64.69230769,-5.6,12.1,-3.6,1
5,18,65.5,-4.8,19,3.2,1
5,19,71.5,1.2,7,-8.8,1
5,20,61.33333333,-8.9,12.7,-3.1,1
5,21,79.87878788,9.6,35,19.2,1
5,22,67.27272727,-3,11.5,-4.2,1
5,23,73.13333333,2.9,29,13.2,1
5,24,67.79245283,-2.5,14.5,-1.3,1
5,25,72.80285714,2.5,19.9,4.1,0
5,26,64.33333333,-5.9,16.7,0.9,1
5,27,65.46153846,-4.8,17.7,2,1
5,28,57.5,-12.8,29,13.2,1
5,29,70.33333333,0.1,33,17.2,1
5,30,55.5,-14.8,34,18.2,1
5,31,66.5,-3.8,17,1.2,1
5,32,62.07142857,-8.2,30.4,14.7,1
5,33,65.85714286,-4.4,33.9,18.1,1
5,34,60.6,-9.7,23.2,7.4,1
5,35,64.51724138,-5.7,27.2,11.5,1
5,36,60.5,-9.8,26.2,10.4,1
5,37,63.1,-7.2,26.6,10.8,1
5,38,60.08333333,-10.2,29.8,14.1,1
5,39,67.25,-3,12.5,-3.3,1
5,40,59.16666667,-11.1,33.7,17.9,1
5,41,59.86111111,-10.4,29.3,13.5,1
5,42,63.11926606,-7.1,8.8,-6.9,0
5,43,76.78846154,6.5,28,12.2,1
5,44,66.61290323,-3.7,18.8,3.1,1
5,45,72.81617647,2.6,23.1,7.3,0
5,46,66.25,-4,16.5,0.7,1
5,47,64,-6.3,28.7,12.9,1
5,48,68.11111111,-2.2,17.4,1.6,1
5,49,67.875,-2.4,16.3,0.5,1
5,50,71.14285714,0.9,27.4,11.7,1
5,51,62.52173913,-7.7,21.2,5.5,1
5,52,70,-0.3,22.5,6.7,1
5,53,62.71428571,-7.5,24.4,8.7,1
5,54,61.23863636,-9,23.4,7.7,1
5,55,73.23076923,3,26.4,10.7,1
5,56,55.17333333,-15.1,13.8,-1.9,0
5,57,71.04545455,0.8,28,12.2,1
5,58,70.38064516,0.1,5.7,-10,0
5,59,67.25,-3,23.5,7.7,1
5,60,77.5,7.2,28,12.2,1
5,61,67,-3.3,2.6,-13.1,1
5,62,78.22439024,8,25.6,9.9,0
5,63,69.8,-0.5,12.8,-2.9,1
5,64,49.5,-20.8,51,35.2,1
5,65,24,-46.3,0,-15.8,1
5,66,67.25,-3,15.5,-0.3,1
5,67,57.5,-12.8,20,4.2,1
5,68,63,-7.3,24,8.2,1
5,69,66.75757576,-3.5,20.5,4.8,1
5,70,62.64,-7.6,7.3,-8.4,1
5,71,69.62162162,-0.6,1.2,-14.6,1
5,72,63,-7.3,41,25.2,1
5,73,69.83333333,-0.4,16.3,0.6,1
5,74,71.375,1.1,17.8,2,1
5,75,67.375,-2.9,6.9,-8.8,1
5,76,68,-2.3,15.3,-0.5,1
5,77,64.26470588,-6,1.6,-14.1,1
5,78,65.88405797,-4.4,1.4,-14.4,1
5,79,71.46666667,1.2,14,-1.8,1
5,80,70.2,-0.1,22.6,6.9,0
5,81,73,2.7,6,-9.8,1
5,82,72.94117647,2.7,6.3,-9.5,1
5,83,62.5,-7.8,25,9.2,1
5,84,75.33333333,5.1,19.4,3.6,1
5,85,65.53488372,-4.7,18.4,2.6,1
5,86,78.88888889,8.6,12.8,-2.9,1
5,87,65.13043478,-5.1,9.5,-6.3,1
5,88,73.31818182,3.1,15.6,-0.2,1
5,89,67.94285714,-2.3,16.4,0.7,1
6,1,59.08333333,-11.2,3.5,-12.3,1
6,2,59.33333333,-10.9,3,-12.8,1
6,3,67.75,-2.5,15.5,-0.3,1
6,4,71.11764706,0.9,9.4,-6.3,1
6,5,70.10714286,-0.2,3.8,-11.9,1
6,6,70.8,0.5,6.3,-9.4,1
6,7,67.5,-2.8,6.5,-9.3,1
6,8,69.16666667,-1.1,2.3,-13.4,1
6,9,70.19047619,-0.1,0.3,-15.4,1
6,10,71.23333333,1,7.7,-8.1,1
6,11,67.5,-2.8,6.3,-9.4,1
6,12,71.6,1.3,3.5,-12.3,1
6,13,74.45454545,4.2,3.5,-12.3,1
6,14,72.09565217,1.8,21,5.2,0
6,15,78.63076923,8.4,15.3,-0.5,1
6,16,78.1875,7.9,18.6,2.9,1
6,17,73.70833333,3.4,2.4,-13.3,1
6,18,81.44117647,11.2,22.2,6.5,1
6,19,77.67142857,7.4,2.4,-13.3,1
6,20,77.93103448,7.7,9.8,-6,1
6,21,75.4765625,5.2,8.9,-6.9,1
6,22,77.08730159,6.8,13.7,-2.1,1
6,23,72.60544218,2.3,1.4,-14.4,0
6,24,78.88235294,8.6,19.7,4,1
6,25,76.5625,6.3,7.1,-8.6,1
6,26,72.12048193,1.9,0.7,-15,1
6,27,66.125,-4.1,5.9,-9.8,1
6,28,74.09090909,3.8,3.8,-11.9,1
6,29,70.12765957,-0.1,14.8,-1,1
6,30,74.56451613,4.3,15.8,0,1
6,31,73.37903226,3.1,17.2,1.5,0
6,32,78.625,8.4,17,1.2,1
6,33,74.30701754,4,2.4,-13.4,1
6,34,69.82352941,-0.4,15.9,0.1,1
6,35,68.16666667,-2.1,8.3,-7.4,1
6,36,72.7810219,2.5,11.5,-4.2,0
6,37,80.66666667,10.4,32.5,16.7,1
6,38,68.75,-1.5,16.2,0.4,1
6,39,72.62857143,2.4,1.5,-14.3,0
6,40,70.5,0.2,5,-10.8,1
6,41,88,17.7,60,44.2,1
6,42,86.9,16.6,6.2,-9.6,1
6,43,64,-6.3,0.7,-15.1,1
6,44,74.5,4.2,11,-4.8,1
6,45,73.625,3.4,5.5,-10.3,1
6,46,72,1.7,6.8,-9,1
6,47,73.7,3.4,8.4,-7.4,1
6,48,76.2,5.9,12,-3.8,1
6,49,77.96396396,7.7,4.9,-10.8,0
6,50,74.5,4.2,25,9.2,1
6,51,77.25,7,19.5,3.7,1
6,52,77.42857143,7.2,11.5,-4.3,1
6,53,47.5,-22.8,47,31.2,1
6,54,74,3.7,6.7,-9.1,1
6,55,78.66666667,8.4,12.7,-3.1,1
6,56,70.58333333,0.3,3.8,-11.9,1
6,57,77.125,6.9,18.3,2.5,1
6,58,70.16666667,-0.1,5.7,-10.1,1
6,59,75.6,5.3,18.3,2.5,1
6,60,68.75,-1.5,18.3,2.6,1
6,61,68.83333333,-1.4,3.7,-12.1,1
6,62,74.16504854,3.9,3.9,-11.9,1
6,63,78.06976744,7.8,4.4,-11.3,1
6,64,74.61111111,4.3,5.6,-10.2,1
6,65,72.625,2.4,7.8,-8,1
6,66,72.06818182,1.8,4.9,-10.9,1
6,67,79.20869565,8.9,2.8,-12.9,1
6,68,68.61016949,-1.7,13.6,-2.1,0
6,69,69.82051282,-0.4,12.7,-3.1,1
6,70,74.49122807,4.2,0.2,-15.5,1
6,71,80.20833333,9.9,8.5,-7.3,1
6,72,75.1,4.8,6.2,-9.6,1
6,73,71.63636364,1.4,9.6,-6.2,1
6,74,77.98809524,7.7,12.3,-3.4,0
6,75,74.78125,4.5,10.9,-4.9,1
6,76,68.4,-1.9,0.2,-15.6,1
6,77,78.4,8.1,21.1,5.3,1
6,78,62.83333333,-7.4,0.3,-15.4,1
6,79,75.66666667,5.4,6.2,-9.6,1
6,80,57.5,-12.8,1,-14.8,1
6,81,78.2,7.9,19.5,3.7,1
6,82,67.52777778,-2.7,4.9,-10.9,1
6,83,78.9,8.6,5,-10.8,1
6,84,70.64864865,0.4,5.5,-10.3,1
6,85,80.8125,10.5,7,-8.7,1
6,86,73.56410256,3.3,6.8,-9,1
6,87,82.44,12.2,7.8,-7.9,1
6,88,70.3,0,7.6,-8.2,1
6,89,75.13736264,4.9,1.3,-14.4,0
6,90,72.33333333,2.1,3,-12.7,1
6,91,75.88888889,5.6,17.6,1.9,1
6,92,80.07142857,9.8,13.2,-2.5,1
6,93,66.47826087,-3.8,1.6,-14.2,1
6,94,73.25,3,6.3,-9.5,1
7,1,63.08695652,-7.2,42.8,27.1,1
7,2,74,3.7,4.8,-11,1
7,3,62.85714286,-7.4,45.3,29.6,1
7,4,71,0.7,13.5,-2.3,1
7,5,69.46666667,-0.8,15.7,-0.1,1
7,6,74.39393939,4.1,2.1,-13.7,1
7,7,77.875,7.6,17.7,1.9,1
7,8,65.2,-5.1,12.2,-3.6,1
7,9,74.5,4.2,8.7,-7.1,1
7,10,62.11627907,-8.1,23.4,7.7,1
7,11,69.65517241,-0.6,12.1,-3.7,1
7,12,73.872,3.6,10.9,-4.9,0
7,13,65,-5.3,12,-3.8,1
7,14,78.45412844,8.2,0.8,-14.9,1
7,15,79.61111111,9.3,1.1,-14.6,1
7,16,73.5,3.2,3.3,-12.4,1
7,17,73.91549296,3.7,14.5,-1.2,1
7,18,69.14285714,-1.1,13.1,-2.7,0
7,19,64.33333333,-5.9,2,-13.8,1
7,20,76.07407407,5.8,7.4,-8.3,1
7,21,68.5,-1.8,8.7,-7.1,1
7,22,80.71028037,10.4,23.3,7.6,1
7,23,81.74825175,11.5,14.8,-1,0
7,24,76.36363636,6.1,11,-4.7,1
7,25,66.66666667,-3.6,8,-7.8,1
7,26,62,-8.3,25.5,9.7,1
7,27,68.92307692,-1.3,29.5,13.7,1
7,28,73.63636364,3.4,31.3,15.6,1
7,29,61.33333333,-8.9,13.8,-2,1
7,30,70.46153846,0.2,18.4,2.6,1
7,31,65.66666667,-4.6,15.5,-0.3,1
7,32,67.33333333,-2.9,14.5,-1.3,1
7,33,76.46621622,6.2,6.3,-9.4,0
7,34,72.66666667,2.4,28.7,13,1
7,35,84.13333333,13.9,45.7,30,1
7,36,76.48484848,6.2,29.4,13.7,1
7,37,83.93513514,13.7,8.7,-7,0
7,38,71.5,1.2,9,-6.8,1
7,39,84.16666667,13.9,25.8,10,1
7,40,76,5.7,37.5,21.7,1
7,41,73,2.7,7.5,-8.3,1
7,42,60.5,-9.8,17,1.2,1
7,43,79.47297297,9.2,9,-6.7,1
7,44,79,8.7,3.8,-12,1
7,45,81.25490196,11,22,6.3,1
7,46,83.10309278,12.8,16,0.2,1
7,47,74.95,4.7,7.3,-8.5,1
7,48,81.72018349,11.5,9,-6.8,0
7,49,93,22.7,45.6,29.9,1
7,50,69.36842105,-0.9,1.9,-13.8,1
7,51,84.05555556,13.8,29.8,14.1,1
7,52,96.20689655,25.9,9.4,-6.3,1
7,53,92.42857143,22.2,32.8,17.1,1
7,54,82.53333333,12.3,3.7,-12.1,1
7,55,73.375,3.1,6.5,-9.3,1
7,56,89.07281553,18.8,8.1,-7.7,1
7,57,89.34319527,19.1,16,0.2,1
7,58,86.39393939,16.1,15,-0.7,1
7,59,84.66666667,14.4,1.2,-14.6,1
7,60,91.06020067,20.8,1.5,-14.2,0
7,61,77.42857143,7.2,2.8,-12.9,1
7,62,86.04845815,15.8,0.6,-15.1,0
7,63,90.64646465,20.4,1.1,-14.6,1
7,64,74.44444444,4.2,19.7,3.9,1
7,65,84.54545455,14.3,25.4,9.6,1
7,66,73,2.7,3.3,-12.4,1
7,67,67,-3.3,12,-3.8,1
7,68,84.56910569,14.3,15.2,-0.5,1
7,69,61.66666667,-8.6,19.3,3.5,1
7,70,89.54330709,19.3,9.4,-6.3,1
7,71,84.28387097,14,1.8,-13.9,0
7,72,65.625,-4.6,14.8,-0.9,1
7,73,41.33333333,-28.9,52,36.2,1
7,74,81.06504065,10.8,6.3,-9.5,1
7,75,73.44444444,3.2,2.2,-13.6,1
7,76,85,14.7,21.3,5.5,1
7,77,71.5,1.2,16,0.2,1
